full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Pedro Souto;23;957510000;5/5/2000;Primera Division;2023;Midfielder;Banfield;607;291;316;Argentina;8;4;4;0;0;0;0;0;0;0;0;4;3;1;6;2;4;1;0;0.00;0.00;0.00;0.00;0.00;0;0.89;101;76;607;0;0.15;376;370;-1;23;6.70;0.00;0;27;0;0
Pier Miqueas Barrios;33;646815600;1/7/1990;Primera Division;2023;Defender;Godoy Cruz;2265;1108;1157;Argentina;26;13;13;0;0;0;1;1;0;0;0;9;6;3;25;9;16;8;0;0.04;0.04;0.00;0.00;0.00;0;0.99;91;87;283;2265;0.32;510;271;132;22;6.77;0.04;0;2;0;0
Rafael Enrique Perez Almeida;33;631872000;9/1/1990;Primera Division;2023;Defender;San Lorenzo;2398;1260;1138;Colombia;27;14;13;1;1;0;0;0;0;0;0;16;12;4;14;4;10;7;1;0.04;0.00;0.04;0.07;0.00;2398;0.53;171;89;343;0;0.26;293;491;15;6;6.67;0.00;0;2;0;0
Rafael Marolo Delgado;33;632217600;13/1/1990;Primera Division;2023;Defender;Colon;2059;1005;1054;Argentina;24;12;12;0;0;0;3;2;1;0;0;8;4;4;24;14;10;7;2;0.13;0.13;0.00;0.00;0.00;0;1.05;86;86;257;686;0.35;572;110;155;32;7.05;0.12;1;40;0;0
Ramiro angel correa;29;751446000;24/10/1993;Primera Division;2023;Midfielder;Atletico Tucuman;114;0;114;Argentina;2;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0;0.00;0;57;57;0;1.58;-1;-1;-1;28;6.57;0.00;0;23;0;0
Ramiro Jesus Maogno;26;858672000;18/3/1997;Primera Division;2023;Goalkeeper;Platense;2250;1080;1170;Argentina;25;12;13;0;0;0;0;0;0;0;0;11;8;3;20;5;15;0;0;0.00;0.00;0.00;0.00;0.00;0;0.8;113;90;0;0;0.00;569;570;57;24;6.83;0.00;0;12;0;0
Ramiro Matias Degregorio;20;1044777600;9/2/2003;Primera Division;2023;Forward;Racing Club;5;5;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;5;0;0;0.00;-1;-1;-1;30;0.00;0.00;0;41;0;0
Ramiro Ruiz Rodriguez;23;953625600;21/3/2000;Primera Division;2023;Forward;Atletico Tucuman;1060;476;584;Argentina;25;11;14;1;1;0;2;1;1;0;0;12;5;7;14;9;5;3;0;0.25;0.17;0.08;0.19;0.00;1060;1.19;76;42;353;530;0.25;224;75;-1;10;6.65;0.08;0;18;0;0
Ramiro Sordo;23;962262000;29/6/2000;Primera Division;2023;Forward;Newell's Old Boys;1720;965;755;Argentina;25;12;13;3;2;1;2;1;1;0;1;12;10;2;17;3;14;2;0;0.26;0.1;0.16;0.19;0.12;573;0.89;101;69;860;860;0.1;129;153;-1;2;0.00;0.00;0;26;0;0
Ramon Abila;33;624351600;14/10/1989;Primera Division;2023;Forward;Colon;1627;804;823;Argentina;27;13;14;6;4;2;3;2;1;0;2;7;3;4;21;13;8;4;0;0.5;0.17;0.33;0.45;0.22;271;1.16;77;60;407;542;0.22;39;68;-1;1;6.81;0.11;1;9;0;0
Ramon onsinos;20;1035356400;23/10/2002;Primera Division;2023;Midfielder;Central Cordoba SdE;131;79;52;Argentina;6;3;3;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.37;66;22;131;0;0.69;-1;-1;-1;14;0.00;0.00;0;27;0;0
Ramon Sosa Aista;24;936082800;31/8/1999;Primera Division;2023;Midfielder;Talleres Cordoba;1784;843;941;Paraguay;25;12;13;6;3;3;5;2;3;1;0;10;5;5;15;6;9;3;0;0.55;0.25;0.3;0.32;0.29;297;0.76;119;71;595;357;0.15;50;29;-1;3;6.76;0.2;3;24;0;0
Raul Alberto Loaiza Morelos;29;771058800;8/6/1994;Primera Division;2023;Midfielder;Lanus;1218;741;477;Colombia;20;11;9;2;1;1;0;0;0;0;0;7;5;2;9;4;5;2;0;0.15;0.00;0.15;0.12;0.19;609;0.67;135;61;609;0;0.15;138;594;-1;8;6.76;0.00;0;15;0;0
Raul Alberto Lozano;26;873183600;2/9/1997;Primera Division;2023;Defender;Platense;623;270;353;Argentina;7;3;4;0;0;0;0;0;0;0;0;4;2;2;5;1;4;2;1;0.00;0.00;0.00;0.00;0.00;0;0.72;125;89;208;0;0.43;302;319;35;18;6.95;0.00;0;2;0;0
Renzo Ivan Tesuri;27;834130800;7/6/1996;Primera Division;2023;Forward;Atletico Tucuman;1994;923;1071;Argentina;29;14;15;0;0;0;0;0;0;0;0;13;6;7;18;7;11;4;0;0.00;0.00;0.00;0.00;0.00;0;0.81;111;69;499;0;0.18;544;534;-1;21;6.70;0.00;0;24;0;0
Renzo Lopez Patron;29;766479600;16/4/1994;Primera Division;2023;Forward;Tigre;29;0;29;Uruguay;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;3.1;29;29;0;0;0.00;-1;-1;-1;16;7.01;0.00;0;31;0;0
Riordo onturion;30;727430400;19/1/1993;Primera Division;2023;Midfielder;Barracas Central;560;228;332;Argentina;10;4;6;0;0;0;1;0;1;0;0;3;2;1;10;4;6;0;0;0.16;0.16;0.00;0.00;0.00;0;1.61;56;56;0;560;0.00;353;86;-1;14;6.83;0.1;0;23;0;0
Riordo Tomas Solbes;17;1152342000;8/7/2006;Primera Division;2023;Forward;Defensa y Justicia;4;0;4;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;4;0;0;0.00;-1;-1;-1;22;0.00;0.00;0;37;0;0
Robert Rojas;27;830847600;30/4/1996;Primera Division;2023;Defender;Tigre;995;346;649;Paraguay;17;7;10;2;1;1;0;0;0;0;0;6;2;4;13;5;8;2;0;0.18;0.00;0.18;0.26;0.14;498;1.18;77;59;498;0;0.18;108;578;189;5;6.88;0.00;0;2;0;0
Roberto Agustin Booi;33;629798400;16/12/1989;Primera Division;2023;Midfielder;Instituto;1216;641;575;Argentina;18;8;10;1;1;0;0;0;0;0;0;8;4;4;14;3;11;6;0;0.07;0.00;0.07;0.14;0.00;1216;1.04;87;68;203;0;0.44;235;585;-1;10;6.73;0.00;0;5;0;0
Roberto Joaquin Garoa;22;998290800;20/8/2001;Primera Division;2023;Defender;Velez Sarsfield;770;433;337;Argentina;10;5;5;0;0;0;0;0;0;0;0;4;4;0;3;1;2;1;0;0.00;0.00;0.00;0.00;0.00;0;0.35;257;77;770;0;0.12;319;310;2;26;0.00;0.00;0;4;0;0
Roberto Niilas Fernandez Fagundez;25;888825600;2/3/1998;Primera Division;2023;Midfielder;Godoy Cruz;2288;1051;1237;Uruguay;28;13;15;1;0;1;1;1;0;0;0;9;6;3;30;11;19;8;0;0.08;0.04;0.04;0.00;0.07;2288;1.18;76;82;286;2288;0.31;294;260;-1;9;6.77;0.04;0;13;0;0
Rodrigo obral;23;965718000;8/8/2000;Primera Division;2023;Forward;Argentinos Juniors;793;401;392;Argentina;23;11;12;1;1;0;1;1;0;0;0;6;2;4;11;7;4;0;0;0.23;0.11;0.11;0.22;0.00;793;1.25;72;34;0;793;0.00;183;146;-1;10;6.87;0.04;0;16;0;0
Rodrigo ostillo;24;920016000;26/2/1999;Primera Division;2023;Forward;Gimnasia La Plata;440;107;333;Argentina;11;4;7;1;1;0;1;0;1;0;0;2;0;2;9;3;6;1;0;0.41;0.2;0.2;0.84;0.00;440;1.84;49;40;440;440;0.2;92;54;-1;10;6.73;0.09;0;30;0;0
Rodrigo Ezequiel Herrera;23;965199600;2/8/2000;Primera Division;2023;Midfielder;Barracas Central;1231;516;715;Argentina;21;9;12;0;0;0;1;1;0;0;0;8;4;4;18;5;13;4;0;0.07;0.07;0.00;0.00;0.00;0;1.32;68;59;308;1231;0.29;539;202;-1;24;0.00;0.00;0;5;0;0
Rodrigo Franosi Jesus Rey;32;668419200;8/3/1991;Primera Division;2023;Goalkeeper;Independiente;2700;1350;1350;Argentina;30;15;15;0;0;0;0;0;0;0;0;8;3;5;31;17;14;1;0;0.00;0.00;0.00;0.00;0.00;0;1.03;87;90;2700;0;0.03;420;419;149;11;6.98;0.00;0;33;0;0
Rodrigo Gallo;22;973324800;4/11/2000;Primera Division;2023;Defender;Gimnasia La Plata;165;165;0;Argentina;2;2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.55;165;83;0;0;0.00;-1;-1;-1;18;6.71;0.00;0;3;0;0
Rodrigo Garro;25;883900800;4/1/1998;Primera Division;2023;Midfielder;Talleres Cordoba;2223;1086;1137;Argentina;29;15;14;5;2;3;7;3;4;0;1;10;6;4;21;6;15;4;0;0.49;0.28;0.2;0.17;0.24;445;0.85;106;77;556;318;0.16;99;21;-1;4;7.41;0.24;0;16;0;0
Rodrigo German Aliendro;32;666691200;16/2/1991;Primera Division;2023;Midfielder;River Plate;1693;985;708;Argentina;22;12;10;1;1;0;1;0;1;0;0;13;7;6;11;4;7;4;0;0.11;0.05;0.05;0.09;0.00;1693;0.58;154;77;423;1693;0.21;265;239;-1;13;6.89;0.05;1;29;0;0
Rodrigo Insua;25;882259200;16/12/1997;Primera Division;2023;Midfielder;Barracas Central;1565;696;869;Argentina;18;8;10;0;0;0;3;1;2;0;0;9;5;4;17;5;12;3;1;0.17;0.17;0.00;0.00;0.00;0;0.98;92;87;391;522;0.23;365;74;-1;13;0.00;0.00;0;6;0;0
Rodrigo Leonel Marquez De Meneses;21;1013760000;15/2/2002;Primera Division;2023;Forward;Independiente;268;83;185;Argentina;6;2;4;0;0;0;0;0;0;0;0;3;0;3;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.34;268;45;0;0;0.00;-1;-1;-1;27;0.00;0.00;0;20;0;0
Rodrigo Manuel Bogarin Gimenez;26;864457200;24/5/1997;Primera Division;2023;Midfielder;Defensa y Justicia;749;340;409;Paraguay;17;8;9;1;0;1;0;0;0;0;0;6;3;3;12;6;6;2;0;0.12;0.00;0.12;0.00;0.22;749;1.44;62;44;375;0;0.24;160;481;-1;15;6.80;0.00;0;10;0;0
Rodrigo Roman Villagra;22;982137600;14/2/2001;Primera Division;2023;Midfielder;Talleres Cordoba;2420;1282;1138;Argentina;28;15;13;0;0;0;1;0;1;0;0;10;6;4;24;11;13;5;0;0.04;0.04;0.00;0.00;0.00;0;0.89;101;86;484;2420;0.19;424;289;-1;28;6.99;0.04;0;18;0;0
Rodrigo Saraoo;29;757843200;6/1/1994;Primera Division;2023;Goalkeeper;Godoy Cruz;90;90;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0.00;0.00;0.00;0.00;0.00;0;2;45;90;0;0;0.00;-1;-1;-1;19;5.54;0.00;0;1;0;0
Rodrigo Uriel Atenoo;21;1025420400;30/6/2002;Primera Division;2023;Forward;Independiente;88;44;44;Argentina;5;4;1;0;0;0;0;0;0;0;0;2;2;0;3;1;2;0;0;0.00;0.00;0.00;0.00;0.00;0;3.07;29;18;0;0;0.00;-1;-1;-1;15;0.00;0.00;0;36;0;0
Roman Daniel Riquelme;21;1021705200;18/5/2002;Primera Division;2023;Defender;Argentinos Juniors;53;44;9;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0.00;0.00;0.00;0.00;0.00;0;3.4;27;27;53;0;1.7;-1;-1;-1;29;0.00;0.00;0;33;0;0
Roman Ezequiel Fernandez;17;1127458800;23/9/2005;Primera Division;2023;Forward;Racing Club;31;31;0;Argentina;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;2.9;31;10;0;0;0.00;-1;-1;-1;33;0.00;0.00;0;50;0;0
Ronaldo Ivan Martinez Rolon;27;830415600;25/4/1996;Primera Division;2023;Forward;Platense;1593;766;827;Paraguay;26;12;14;3;1;2;2;2;0;0;0;10;7;3;16;5;11;6;0;0.28;0.11;0.17;0.12;0.22;531;0.9;100;61;266;797;0.34;119;138;-1;4;6.76;0.08;0;77;0;0
Rondon;33;621932400;16/9/1989;Primera Division;2023;Forward;River Plate;835;283;552;Venezuela;20;8;12;5;1;4;0;0;0;1;0;8;4;4;9;2;7;1;0;0.54;0.00;0.54;0.32;0.65;167;0.97;93;42;835;0;0.11;8;398;-1;4;6.81;0.00;2;25;0;0
Ruben Alejandro Botta Montero;33;633772800;31/1/1990;Primera Division;2023;Forward;Colon;270;90;180;Argentina;3;1;2;0;0;0;0;0;0;0;0;2;1;1;2;0;2;1;0;0.00;0.00;0.00;0.00;0.00;0;0.67;135;90;270;0;0.33;-1;-1;-1;14;7.02;0.00;0;10;0;0
Ruben David Martinez;19;1087196400;14/6/2004;Primera Division;2023;Midfielder;Independiente;63;0;63;Argentina;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;32;0;0;0.00;-1;-1;-1;14;0.00;0.00;0;37;0;0
Santiago Alejandro Rodriguez;26;872319600;23/8/1997;Primera Division;2023;Midfielder;Instituto;1814;998;816;Argentina;29;14;15;3;1;2;4;0;4;0;0;11;6;5;26;8;18;1;0;0.35;0.2;0.15;0.09;0.22;605;1.29;70;63;1814;454;0.05;139;49;-1;3;6.90;0.14;1;11;0;0
Santiago Alexander Quiros;20;1046764800;4/3/2003;Primera Division;2023;Defender;Racing Club;842;291;551;Argentina;12;5;7;0;0;0;0;0;0;0;0;3;1;2;8;3;5;2;0;0.00;0.00;0.00;0.00;0.00;0;0.86;105;70;421;0;0.21;523;518;80;37;0.00;0.00;0;35;0;0
Santiago Andres Mele ostanero;25;873529200;6/9/1997;Primera Division;2023;Goalkeeper;Union Santa Fe;1440;720;720;Uruguay;16;8;8;0;0;0;0;0;0;0;0;7;3;4;13;9;4;0;0;0.00;0.00;0.00;0.00;0.00;0;0.81;111;90;0;0;0.00;374;367;60;29;7.42;0.00;0;77;0;0
Santiago Asoobar;26;856857600;25/2/1997;Primera Division;2023;Midfielder;Estudiantes;2407;1174;1233;Argentina;28;14;14;4;4;0;1;1;0;0;0;11;7;4;25;9;16;9;0;0.19;0.04;0.15;0.31;0.00;602;0.93;96;86;267;2407;0.34;133;277;-1;4;7.02;0.04;0;5;0;0
Santiago Federii Toloza;20;1035792000;28/10/2002;Primera Division;2023;Midfielder;Arsenal de Sarandi;1836;1051;785;Argentina;25;14;11;5;4;1;1;1;0;1;0;5;3;2;22;13;9;7;0;0.29;0.05;0.25;0.34;0.11;367;1.08;83;73;262;1836;0.34;65;242;-1;1;0.00;0.00;0;10;0;0
Santiago Gaston Lujan;21;1011772800;23/1/2002;Primera Division;2023;Midfielder;Huracan;228;80;148;Argentina;10;6;4;0;0;0;0;0;0;0;0;1;1;0;3;1;2;2;1;0.00;0.00;0.00;0.00;0.00;0;1.18;76;23;76;0;1.18;-1;-1;-1;9;0.00;0.00;0;34;0;0
Santiago Gerardo Rojas Lopez;27;828691200;5/4/1996;Primera Division;2023;Goalkeeper;Tigre;450;180;270;Paraguay;5;2;3;0;0;0;0;0;0;0;0;2;1;1;5;2;3;1;0;0.00;0.00;0.00;0.00;0.00;0;1;90;90;450;0;0.2;441;440;133;17;6.79;0.00;0;33;0;0
Santiago Hezze;21;1003734000;22/10/2001;Primera Division;2023;Midfielder;Huracan;2124;1080;1044;Argentina;26;12;14;2;1;1;0;0;0;0;1;7;4;3;24;12;12;5;0;0.08;0.00;0.08;0.08;0.09;1062;1.02;89;82;425;0;0.21;219;501;-1;3;7.03;0.00;0;5;0;0
Santiago Hidalgo Massa;18;1108627200;17/2/2005;Primera Division;2023;Forward;Independiente;160;75;85;Argentina;11;6;5;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.56;160;15;160;0;0.56;-1;-1;-1;20;0.00;0.00;0;16;0;0
Santiago Longo;25;892364400;12/4/1998;Primera Division;2023;Midfielder;Belgrano;2685;1335;1350;Argentina;30;15;15;0;0;0;0;0;0;0;0;13;7;6;27;9;18;1;0;0.00;0.00;0.00;0.00;0.00;0;0.91;99;90;2685;0;0.03;513;512;-1;32;0.00;0.00;0;5;0;0
Santiago Lopez Grobin;17;1139472000;9/2/2006;Primera Division;2023;Forward;Independiente;0;0;0;Argentina;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;-1;-1;-1;-1;0.00;0.00;0;39;0;0
Santiago Montiel;22;974880000;22/11/2000;Primera Division;2023;Defender;Argentinos Juniors;1890;1082;808;Argentina;27;15;12;2;2;0;4;3;1;1;0;12;6;6;19;13;6;6;2;0.29;0.19;0.1;0.17;0.00;945;0.9;99;70;270;473;0.33;186;58;94;7;0.00;0.00;0;18;0;0
Santiago Pierotti;22;986281200;3/4/2001;Primera Division;2023;Forward;Colon;2136;1149;987;Argentina;27;15;12;2;1;1;0;0;0;0;0;8;5;3;25;14;11;6;0;0.08;0.00;0.08;0.08;0.09;1068;1.05;85;79;356;0;0.25;209;603;-1;6;6.69;0.00;0;30;0;0
Santiago Ramos Mingo;21;1006329600;21/11/2001;Primera Division;2023;Defender;Defensa y Justicia;652;199;453;Argentina;14;8;6;0;0;0;0;0;0;0;0;6;4;2;9;3;6;2;1;0.00;0.00;0.00;0.00;0.00;0;1.24;72;47;217;0;0.41;483;469;201;37;5.79;0.00;0;21;0;0
Santiago Salle;19;1086332400;4/6/2004;Primera Division;2023;Forward;Independiente;242;164;78;Argentina;10;5;5;0;0;0;0;0;0;0;0;4;2;2;3;3;0;0;0;0.00;0.00;0.00;0.00;0.00;0;1.12;81;24;0;0;0.00;-1;-1;-1;10;0.00;0.00;0;35;0;0
Santiago Simon;21;1023951600;13/6/2002;Primera Division;2023;Midfielder;River Plate;450;141;309;Argentina;12;5;7;0;0;0;0;0;0;0;0;5;3;2;6;1;5;1;0;0.00;0.00;0.00;0.00;0.00;0;1.2;75;38;450;0;0.2;576;577;-1;18;6.71;0.00;0;31;0;0
Santiago Thomas ostro;18;1095490800;18/9/2004;Primera Division;2023;Forward;Velez Sarsfield;727;368;359;Argentina;24;14;10;3;2;1;1;0;1;0;0;9;8;1;6;5;1;1;0;0.5;0.12;0.37;0.49;0.25;242;0.74;121;30;727;727;0.12;33;132;-1;4;6.00;0.04;0;9;0;0
Santino Vera;17;1144738800;11/4/2006;Primera Division;2023;Forward;Racing Club;222;10;212;Argentina;5;1;4;0;0;0;0;0;0;0;0;1;0;1;2;0;2;1;0;0.00;0.00;0.00;0.00;0.00;0;0.81;111;44;222;0;0.41;-1;-1;-1;27;0.00;0.00;0;55;0;0
Sasha Julian Maroo;25;896425200;29/5/1998;Primera Division;2023;Defender;Platense;2174;1062;1112;Argentina;26;12;14;2;0;2;0;0;0;0;0;11;8;3;19;5;14;2;0;0.08;0.00;0.08;0.00;0.16;1087;0.79;114;84;1087;0;0.08;211;569;53;6;0.00;0.00;0;18;0;0
Sebastian iomano;23;958719600;19/5/2000;Primera Division;2023;Forward;Gimnasia La Plata;22;0;22;Argentina;3;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;7;0;0;0.00;-1;-1;-1;17;6.51;0.00;0;33;0;0
Sebastian irda;28;804409200;29/6/1995;Primera Division;2023;Defender;Instituto;2017;989;1028;Argentina;24;12;12;0;0;0;1;0;1;0;0;9;6;3;25;8;17;5;0;0.04;0.04;0.00;0.00;0.00;0;1.12;81;84;403;2017;0.22;596;262;178;30;6.76;0.04;0;3;0;0
Sebastian Emanuel Moyano;33;651654000;26/8/1990;Primera Division;2023;Goalkeeper;Union Santa Fe;1260;630;630;Argentina;14;7;7;0;0;0;0;0;0;0;0;6;4;2;12;3;9;1;0;0.00;0.00;0.00;0.00;0.00;0;0.86;105;90;1260;0;0.07;356;359;81;13;6.78;0.00;0;25;0;0
Sebastian Luoano Emanuel Medina;23;953107200;15/3/2000;Primera Division;2023;Midfielder;Tigre;113;37;76;Argentina;7;2;5;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.8;113;16;0;0;0.00;-1;-1;-1;24;5.59;0.00;0;21;0;0
Sebastian Prieto;30;734338800;9/4/1993;Primera Division;2023;Defender;Tigre;1729;725;1004;Argentina;21;9;12;0;0;0;0;0;0;0;0;7;3;4;20;8;12;1;0;0.00;0.00;0.00;0.00;0.00;0;1.04;86;82;1729;0;0.05;448;446;153;27;6.88;0.00;0;20;0;0
Sebastian Sosa Sanoez;29;763545600;13/3/1994;Primera Division;2023;Forward;Banfield;1150;494;656;Uruguay;26;12;14;2;1;1;0;0;0;0;0;12;9;3;13;3;10;2;1;0.16;0.00;0.16;0.18;0.14;575;1.02;88;44;383;0;0.23;128;369;-1;4;6.21;0.00;0;7;0;0
Sebastian Tomas Meza;23;953020800;14/3/2000;Primera Division;2023;Goalkeeper;Huracan;1890;900;990;Argentina;21;10;11;0;0;0;0;0;0;0;0;10;4;6;18;11;7;3;0;0.00;0.00;0.00;0.00;0.00;0;0.86;105;90;630;0;0.14;587;528;82;23;7.25;0.00;0;32;0;0
Sebastian Valdez;27;815644800;6/11/1995;Primera Division;2023;Defender;Central Cordoba SdE;269;69;200;Argentina;5;2;3;0;0;0;0;0;0;0;0;0;0;0;5;2;3;1;0;0.00;0.00;0.00;0.00;0.00;0;1.67;54;54;269;0;0.33;-1;-1;-1;21;6.45;0.00;0;6;0;0
Sebastian Villa ono;27;832489200;19/5/1996;Primera Division;2023;Forward;Boca Juniors;1346;671;675;Colombia;18;9;9;0;0;0;2;1;1;0;0;7;5;2;13;5;8;2;1;0.13;0.13;0.00;0.00;0.00;0;0.87;104;75;449;673;0.2;555;121;-1;31;7.17;0.11;0;22;0;0
Sergio Alejandro Quiroga Gabutti;29;770972400;7/6/1994;Primera Division;2023;Forward;Sarmiento;1318;657;661;Argentina;24;12;12;2;2;0;1;1;0;0;0;8;5;3;15;9;6;4;0;0.2;0.07;0.14;0.27;0.00;659;1.02;88;55;330;1318;0.27;146;207;-1;5;6.96;0.04;0;10;0;0
Sergio Damian Barreto;24;924591600;20/4/1999;Primera Division;2023;Defender;Independiente;1166;598;568;Argentina;14;7;7;0;0;0;0;0;0;0;0;4;1;3;16;10;6;5;1;0.00;0.00;0.00;0.00;0.00;0;1.23;73;83;194;0;0.46;418;407;199;32;6.78;0.00;0;24;0;0
Sergio Fabian Ortiz;22;982915200;23/2/2001;Primera Division;2023;Midfielder;Independiente;1607;813;794;Argentina;24;11;13;1;0;1;0;0;0;0;0;6;3;3;16;5;11;7;0;0.06;0.00;0.06;0.00;0.11;1607;0.9;100;67;230;0;0.39;252;412;-1;4;0.00;0.00;0;28;0;0
Sergio Romero;36;540979200;22/2/1987;Primera Division;2023;Goalkeeper;Boca Juniors;2160;990;1170;Argentina;24;11;13;0;0;0;0;0;0;0;0;10;6;4;19;7;12;1;0;0.00;0.00;0.00;0.00;0.00;0;0.79;114;90;2160;0;0.04;533;520;52;36;7.21;0.00;0;1;0;0
Silvio Ulariaga;21;1015056000;2/3/2002;Primera Division;2023;Forward;Godoy Cruz;90;6;84;Argentina;5;1;4;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0.00;1;15;0.00;90;0.00;0;18;0;0;0.00;-1;-1;-1;10;5.44;0.00;0;9;0;0
Siro Rosane;23;960361200;7/6/2000;Primera Division;2023;Midfielder;Barracas Central;73;22;51;Argentina;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0;0.00;0;37;37;0;2.47;-1;-1;-1;15;6.00;0.00;0;38;0;0
Stefano Moreyra;21;1000882800;19/9/2001;Primera Division;2023;Midfielder;Colon;807;457;350;Argentina;13;7;6;0;0;0;0;0;0;0;0;4;2;2;11;8;3;4;1;0.00;0.00;0.00;0.00;0.00;0;1.23;73;62;161;0;0.56;341;341;-1;20;0.00;0.00;0;34;0;0
Tadeo Allende;24;919497600;20/2/1999;Primera Division;2023;Forward;Godoy Cruz;1699;795;904;Argentina;24;11;13;7;3;4;2;2;0;0;0;9;6;3;20;7;13;2;0;0.48;0.11;0.37;0.34;0.4;243;1.06;85;71;850;850;0.11;31;148;-1;1;6.89;0.08;0;11;0;0
Thiago ouz Fernandez;19;1080979200;3/4/2004;Primera Division;2023;Midfielder;Velez Sarsfield;119;0;119;Argentina;3;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.51;60;40;0;0;0.00;-1;-1;-1;16;0.00;0.00;0;27;0;0
Thiago Nuss;32;665481600;2/2/1991;Primera Division;2023;Forward;Argentinos Juniors;914;425;489;Argentina;20;9;11;0;0;0;0;0;0;0;0;11;5;6;6;4;2;5;0;0.00;0.00;0.00;0.00;0.00;0;0.59;152;46;183;0;0.49;468;458;-1;24;6.17;0.00;0;11;0;0
Thiago Tomas Soiavulli;19;1063954800;19/9/2003;Primera Division;2023;Defender;Defensa y Justicia;90;0;90;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1;90;90;0;0;0.00;-1;-1;-1;30;0.00;0.00;0;31;0;0
Thiago Yossen;19;1089356400;9/7/2004;Primera Division;2023;Defender;Colon;37;0;37;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;37;0;0;0.00;-1;-1;-1;18;0.00;0.00;0;48;0;0
Thomas Ignaoo Galdames Millan;24;911548800;20/11/1998;Primera Division;2023;Defender;Godoy Cruz;1487;755;732;Chile;23;12;11;2;1;1;2;1;1;0;0;7;5;2;15;6;9;4;1;0.24;0.12;0.12;0.12;0.12;744;0.91;99;65;297;744;0.3;157;129;95;8;6.78;0.09;0;3;0;0
Tiago Nahuel Banega;24;930812400;1/7/1999;Primera Division;2023;Midfielder;Union Santa Fe;994;418;576;Argentina;16;8;8;1;1;0;2;0;2;0;0;2;2;0;15;5;10;2;0;0.27;0.18;0.09;0.22;0.00;994;1.36;66;62;497;497;0.18;206;63;-1;11;6.70;0.12;0;6;0;0
Tiago Tomas Palaoos;20;1051513200;28/4/2003;Primera Division;2023;Defender;Talleres Cordoba;173;90;83;Argentina;4;1;3;0;0;0;0;0;0;0;0;2;0;2;1;1;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.52;173;43;173;0;0.52;-1;-1;-1;24;4.50;0.00;0;42;0;0
